"","CÓDIGO MONTE SENDAS","Nº PARCELA","CÓDIGO ESPECIE","HD","DS1","DS2","DI1","DI2","DN1","DN2","COR1","COR2","LR1","NR","DR1","CRE1","CRE2","HT","HF","DCO1","DCO2","DN"
"867",112,213,32,NA,NA,NA,NA,NA,29,29,NA,NA,NA,NA,NA,NA,NA,2.5,0.5,9.5,4.9,29
"868",112,215,32,NA,NA,NA,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,2.5,NA,2.5,2.8,9.5
"870",112,227,32,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,7,1.8,2.7,3.3,11.5
"871",112,231,32,NA,NA,NA,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,1.5,1.3,1.2,1.3,9
"872",112,233,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,5,3,4.1,3.7,14
"873",112,235,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,4.5,1,2.9,2.1,9
"874",112,237,32,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,NA,NA,NA,2.5,1,3.1,2,8.5
"875",112,240,32,NA,NA,NA,NA,NA,33,36,NA,NA,NA,NA,NA,NA,NA,6,2,5.1,5,34.5
"876",112,242,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,7,1.2,2.8,2.4,10
"877",112,242,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3.5,1.3,2,2,8
"878",112,249,32,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,4,0,4.4,4.2,22
"879",112,253,32,NA,NA,NA,NA,NA,52,44,NA,NA,NA,NA,NA,NA,NA,7,2,9.2,5,48
"880",112,258,32,NA,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,NA,NA,7,2,2.8,4.1,24
"881",112,258,32,NA,NA,NA,NA,NA,28,28,NA,NA,NA,NA,NA,NA,NA,6,2,4.8,4.3,28
"882",112,259,32,NA,NA,NA,NA,NA,36,34,NA,NA,NA,NA,NA,NA,NA,9.5,2,3.9,5.4,35
"883",112,260,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3.5,NA,2.9,2.4,8
"884",112,262,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,5,1.6,3.1,2.6,11
"885",112,263,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,4,0.4,1.9,2.1,10
"886",112,266,32,NA,NA,NA,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,3,0,3.9,3.9,9.5
"887",112,270,32,NA,NA,NA,NA,NA,54,54,NA,NA,NA,NA,NA,NA,NA,15.5,4,10.5,7.4,54
"888",112,273,32,NA,NA,NA,NA,NA,30,31,NA,NA,NA,NA,NA,NA,NA,8,0.5,5.2,6.2,30.5
"889",112,273,32,NA,NA,NA,NA,NA,31,30,NA,NA,NA,NA,NA,NA,NA,8,0.7,4.8,6.5,30.5
"890",112,275,32,NA,NA,NA,NA,NA,49,47,NA,NA,NA,NA,NA,NA,NA,12.5,1.5,6.3,7.2,48
"891",112,277,32,NA,NA,NA,NA,NA,44,41,NA,NA,NA,NA,NA,NA,NA,7.5,1.8,8.9,8.2,42.5
"892",112,279,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,5,2,3.3,3.5,14
"893",112,282,32,NA,NA,NA,NA,NA,16,15,NA,NA,NA,NA,NA,NA,NA,5,0.5,3.9,3.4,15.5
"894",112,282,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,3.5,NA,3.4,2.9,9
"895",112,286,32,NA,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,6,1.3,3.2,4.5,19
"896",112,292,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,4,NA,3.4,3.5,13
"897",112,293,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,4.5,0.7,3.9,4.3,14
"898",112,294,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,4,1.5,2.3,2.8,9
"899",112,295,32,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,7,2,2.5,2,13.5
"900",112,296,32,NA,NA,NA,NA,NA,23,24,NA,NA,NA,NA,NA,NA,NA,8,0.8,4.4,4.6,23.5
"902",112,297,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,5.5,1.7,2.3,2.1,10
"903",112,297,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3.5,NA,3.2,3.3,8
"904",112,304,32,NA,NA,NA,NA,NA,43,41,NA,NA,NA,NA,NA,NA,NA,14,1.6,6.5,6.8,42
"905",112,304,32,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,6,2.5,2.7,2.5,15
"906",112,306,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,6.5,1.5,3.2,3.3,12
"907",112,311,32,NA,NA,NA,NA,NA,51,51,NA,NA,NA,NA,NA,NA,NA,7,1.5,6.1,7.8,51
"908",112,314,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,2,0.3,2.2,1.3,9
"909",112,314,32,NA,NA,NA,NA,NA,30,32,NA,NA,NA,NA,NA,NA,NA,5,1.4,4.6,5.2,31
"910",112,315,32,NA,NA,NA,NA,NA,32,35,NA,NA,NA,NA,NA,NA,NA,7,0.5,6.9,7.3,33.5
"911",112,319,32,NA,NA,NA,NA,NA,14,16,NA,NA,NA,NA,NA,NA,NA,6,NA,3.7,3.2,15
"912",112,319,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,3,NA,2.8,2.9,10
"913",112,321,32,NA,NA,NA,NA,NA,24,30,NA,NA,NA,NA,NA,NA,NA,6,2,4.1,4.1,27
"914",112,321,32,NA,NA,NA,NA,NA,40,38,NA,NA,NA,NA,NA,NA,NA,8,2,5.6,6.5,39
"915",112,324,32,NA,NA,NA,NA,NA,16,18,NA,NA,NA,NA,NA,NA,NA,7.5,1.3,4,4,17
"918",112,338,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,4,0.5,5.3,3.5,13
"919",112,339,32,NA,NA,NA,NA,NA,29,29,NA,NA,NA,NA,NA,NA,NA,10,NA,5.2,4.9,29
"920",112,339,32,NA,NA,NA,NA,NA,28,26,NA,NA,NA,NA,NA,NA,NA,10,1.5,5.7,6.1,27
"921",112,342,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,5,NA,2.6,2.8,12
"922",112,348,32,NA,NA,NA,NA,NA,14,13,NA,NA,NA,NA,NA,NA,NA,6.5,5,2.4,2.6,13.5
"923",112,354,32,NA,NA,NA,NA,NA,33,32,NA,NA,NA,NA,NA,NA,NA,7.5,0.5,5,5.9,32.5
"924",112,359,32,NA,NA,NA,NA,NA,16,15,NA,NA,NA,NA,NA,NA,NA,6.5,1,3.4,3.7,15.5
"925",112,359,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,3.5,0.5,3.5,3.3,10
"926",112,360,32,NA,NA,NA,NA,NA,15,14,NA,NA,NA,NA,NA,NA,NA,4.5,NA,2.9,4.2,14.5
"927",112,369,32,NA,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,5,1.5,4.2,3.9,19
"928",112,369,32,NA,NA,NA,NA,NA,44,38,NA,NA,NA,NA,NA,NA,NA,7.5,1.3,5.4,5.4,41
"930",112,372,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,6.5,1.7,3.2,2.9,13
"932",112,384,32,NA,NA,NA,NA,NA,52,54,NA,NA,NA,NA,NA,NA,NA,12.5,5,8.6,8.2,53
"933",112,384,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,6.5,4,2.3,2.5,10
"934",112,386,32,NA,NA,NA,NA,NA,28,24,NA,NA,NA,NA,NA,NA,NA,8.5,2.5,4.8,4.5,26
"935",112,392,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,2.5,NA,3.4,3.9,8
"936",112,397,32,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,5,0.4,3.4,4.1,15
"937",112,398,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,4,NA,3.4,2.4,9
"939",112,402,32,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,6,0.6,4.9,4.6,22
"940",112,414,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,5.5,3,2.5,2.8,10
"941",112,414,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,5,3,2.1,3.1,8
"944",112,219,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,3,0.4,2.4,2.1,9
"945",112,344,32,NA,NA,NA,NA,NA,20,21,NA,NA,NA,NA,NA,NA,NA,6.5,1.6,4.6,3.8,20.5
"946",112,375,32,NA,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,7,0.5,2.1,3,19
"947",112,434,32,NA,NA,NA,NA,NA,26,26,NA,NA,NA,NA,NA,NA,NA,8,1.2,4.9,5.2,26
"948",112,434,32,NA,NA,NA,NA,NA,17,16,NA,NA,NA,NA,NA,NA,NA,6.5,1.5,3.7,4.4,16.5
"949",112,444,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,6,2,2.5,2.5,10
"950",112,452,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,3,0.5,3.6,2.6,11
"951",112,464,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,7,4,4.4,3.3,14
"952",112,465,32,NA,NA,NA,NA,NA,23,24,NA,NA,NA,NA,NA,NA,NA,7.5,1,5.5,5.2,23.5
"953",112,465,32,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,7,1.5,3.8,3.5,17
"954",112,417,32,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,7.5,5.5,4.3,4.5,17
"1000",112,154,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,5,2,3.4,3.1,8
"1001",112,154,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4.5,1.5,3.4,2.9,8
"1006",112,276,32,NA,NA,NA,NA,NA,31,37,NA,NA,NA,NA,NA,NA,NA,8.5,2.5,8.5,4.9,34
"1007",112,409,32,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA,10,7,3.3,5.9,25
"1008",112,418,32,NA,NA,NA,NA,NA,26,27,NA,NA,NA,NA,NA,NA,NA,7.5,6.5,5.4,3.2,26.5
"1009",112,418,32,NA,NA,NA,NA,NA,41,38,NA,NA,NA,NA,NA,NA,NA,10,8.5,6.5,6.6,39.5
"1010",112,424,32,NA,NA,NA,NA,NA,61,57,NA,NA,NA,NA,NA,NA,NA,15,2,6.5,9,59
"1012",112,438,32,NA,NA,NA,NA,NA,31,36,NA,NA,NA,NA,NA,NA,NA,10,2,6.1,6.4,33.5
"1013",112,467,32,NA,NA,NA,NA,NA,26,25,NA,NA,NA,NA,NA,NA,NA,4.5,NA,4.9,3.2,25.5
"1014",112,468,32,NA,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,6,1.2,4.4,4.5,19
"1015",112,468,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4.5,1.2,2.2,2.5,8
"1041",112,134,32,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,7.5,0.1,4.5,5.1,22
"1042",112,214,32,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,6.5,2,3.6,4.1,22
"1043",112,430,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,5,0,2,2.6,12
"1044",112,431,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,5,1.7,2.6,3.6,14
"1045",112,440,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4,0.5,2.8,3.4,8
"1046",112,443,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,4,NA,3.1,2,13
"1047",112,445,32,NA,NA,NA,NA,NA,38,39,NA,NA,NA,NA,NA,NA,NA,8.5,NA,6.5,6.1,38.5
"1048",112,448,32,NA,NA,NA,NA,NA,24,26,NA,NA,NA,NA,NA,NA,NA,9,2,5.4,5.7,25
"1049",112,454,32,NA,NA,NA,NA,NA,42,40,NA,NA,NA,NA,NA,NA,NA,11,2.2,5.1,5.4,41
"1050",112,454,32,NA,NA,NA,NA,NA,35,35,NA,NA,NA,NA,NA,NA,NA,8.5,1.5,7.2,7,35
"1056",112,172,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3.5,0.3,2.9,3.3,8
"1058",112,179,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,4.5,1.3,3.2,2.9,11
"1059",112,186,32,NA,NA,NA,NA,NA,31,32,NA,NA,NA,NA,NA,NA,NA,13,4,5.7,7.1,31.5
"1063",112,192,32,NA,NA,NA,NA,NA,33,37,NA,NA,NA,NA,NA,NA,NA,17,4,7.9,4.3,35
"1064",112,193,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,5.5,1,4.2,3.2,13
"1065",112,194,32,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA,6,0.5,4.1,4,25
"1066",112,195,32,NA,NA,NA,NA,NA,67,67,NA,NA,NA,NA,NA,NA,NA,12.5,4.5,6.2,7.5,67
"1067",112,196,32,NA,NA,NA,NA,NA,24,26,NA,NA,NA,NA,NA,NA,NA,9,4.5,4.5,3.8,25
"1068",112,198,32,NA,NA,NA,NA,NA,13,11,NA,NA,NA,NA,NA,NA,NA,5.5,1.5,3,2.8,12
"1069",112,200,32,NA,NA,NA,NA,NA,72,72,NA,NA,NA,NA,NA,NA,NA,9.5,4,6.9,5,72
"1070",112,200,32,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,6,3.5,2.7,3.1,18
"1071",112,201,32,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,5,1,3.9,3.7,17
"1072",112,205,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,4.5,1,4.2,3.6,9
"1074",112,212,32,NA,NA,NA,NA,NA,15,14,NA,NA,NA,NA,NA,NA,NA,6,1.8,3.8,4.5,14.5
"1077",112,229,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,7,3,2.4,2.6,12
"1079",112,241,32,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,7.5,1.7,4.8,3,15
"1080",112,241,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,8,1.5,2.6,2.2,13
"1082",112,243,32,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,8.5,4,3.6,3.7,18
"1084",112,251,32,NA,NA,NA,NA,NA,60,55,NA,NA,NA,NA,NA,NA,NA,8.5,2.5,9.6,9,57.5
"1085",112,253,32,NA,NA,NA,NA,NA,44,61,NA,NA,NA,NA,NA,NA,NA,6.5,2,5.7,6.5,52.5
"1086",112,253,32,NA,NA,NA,NA,NA,13,12,NA,NA,NA,NA,NA,NA,NA,4,1,3.6,3.7,12.5
"1087",112,255,32,NA,NA,NA,NA,NA,28,26,NA,NA,NA,NA,NA,NA,NA,6.5,3,4.8,3.9,27
"1088",112,259,32,NA,NA,NA,NA,NA,40,39,NA,NA,NA,NA,NA,NA,NA,8,2,6.1,7,39.5
"1089",112,270,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,3,0.5,3.3,3.1,9
"1090",112,273,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,2,0.5,4,3.6,9
"1091",112,275,32,NA,NA,NA,NA,NA,59,70,NA,NA,NA,NA,NA,NA,NA,10,3,8.9,8.1,64.5
"1092",112,277,32,NA,NA,NA,NA,NA,30,29,NA,NA,NA,NA,NA,NA,NA,3,1.4,4.9,5.7,29.5
"1093",112,278,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,5,1.5,3.4,3.1,10
"1094",112,281,32,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,7.5,1,3.5,3.4,13.5
"1096",112,282,32,NA,NA,NA,NA,NA,11,10,NA,NA,NA,NA,NA,NA,NA,4,NA,2.7,2.9,10.5
"1097",112,285,32,NA,NA,NA,NA,NA,22,21,NA,NA,NA,NA,NA,NA,NA,6.5,1.8,5.5,4.9,21.5
"1098",112,287,32,NA,NA,NA,NA,NA,30,31,NA,NA,NA,NA,NA,NA,NA,5,1,6.4,4.4,30.5
"1099",112,293,32,NA,NA,NA,NA,NA,47,45,NA,NA,NA,NA,NA,NA,NA,10,2,5.7,7.5,46
"1100",112,293,32,NA,NA,NA,NA,NA,18,20,NA,NA,NA,NA,NA,NA,NA,6,1,7.2,5.5,19
"1101",112,294,32,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,6,NA,4.2,4.5,17
"1102",112,296,32,NA,NA,NA,NA,NA,15,15,15,15,NA,NA,NA,15,15,5.5,1.6,3.9,4.3,15
"1103",112,299,32,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,5,0.5,4.4,4.2,22
"1105",112,303,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,4,1.7,3.5,3.7,12
"1106",112,303,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,7.5,3.5,4.6,3.9,14
"1108",112,327,32,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,11,3,5.7,3.7,22
"1110",112,337,32,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,5.5,1,3.7,3.1,15
"1111",112,337,32,NA,NA,NA,NA,NA,15,14,NA,NA,NA,NA,NA,NA,NA,6,0.7,3.8,2.9,14.5
"1112",112,338,32,NA,NA,NA,NA,NA,18,17,NA,NA,NA,NA,NA,NA,NA,3.5,NA,3.8,4.2,17.5
"1113",112,340,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,3.5,1.5,2.8,2,10
"1114",112,342,32,NA,NA,NA,NA,NA,58,55,NA,NA,NA,NA,NA,NA,NA,10,1.5,9,9.3,56.5
"1115",112,342,32,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,3.5,NA,3.5,2.7,13.5
"1116",112,348,32,NA,NA,NA,NA,NA,33,34,NA,NA,NA,NA,NA,NA,NA,10,4,6,5.6,33.5
"1117",112,359,32,NA,NA,NA,NA,NA,22,21,NA,NA,NA,NA,NA,NA,NA,6.5,0.5,4.6,4.9,21.5
"1118",112,363,32,NA,NA,NA,NA,NA,13,12,NA,NA,NA,NA,NA,NA,NA,2,0.5,2.5,2.5,12.5
"1119",112,368,32,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,7.5,1.8,3.6,3.1,17
"1120",112,368,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,5.5,1.3,2.8,2.5,11
"1121",112,372,32,NA,NA,NA,NA,NA,24,23,NA,NA,NA,NA,NA,NA,NA,8.5,3,4.7,5.1,23.5
"1122",112,372,32,NA,NA,NA,NA,NA,60,56,NA,NA,NA,NA,NA,NA,NA,9,3.5,6.9,6.3,58
"1123",112,376,32,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,6,NA,4.1,4.2,17
"1124",112,379,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,2,NA,2.3,2.2,10
"1125",112,380,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,3.5,NA,3.8,4.4,12
"1126",112,385,32,NA,NA,NA,NA,NA,17,16,NA,NA,NA,NA,NA,NA,NA,5.5,1.5,4.9,4.1,16.5
"1127",112,387,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,4.5,NA,2.3,2.5,10
"1128",112,397,32,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,7,1,4.1,5.1,15
"1129",112,170,32,NA,NA,NA,NA,NA,19,18,NA,NA,NA,NA,NA,NA,NA,7.5,NA,5.2,3.6,18.5
"1130",112,177,32,NA,NA,NA,NA,NA,11,10,NA,NA,NA,NA,NA,NA,NA,3.5,1,5,5.2,10.5
"1131",112,177,32,NA,NA,NA,NA,NA,47,55,NA,NA,NA,NA,NA,NA,NA,11.5,3,8.5,7.6,51
"1132",112,177,32,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,9.5,4.5,2.2,3.8,15
"1133",112,406,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,3.5,2,2,1.9,13
"1135",112,181,32,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,6.5,0.5,3.7,3.1,16
"1136",112,219,32,NA,NA,NA,NA,NA,17,16,NA,NA,NA,NA,NA,NA,NA,4.5,0.5,3.2,4.2,16.5
"1137",112,401,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4,1.5,2.3,2.6,8
"1138",112,403,32,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,5.5,0.2,3,4.7,16
"1139",112,404,32,NA,NA,NA,NA,NA,11,10,NA,NA,NA,NA,NA,NA,NA,4,NA,3.5,3.4,10.5
"1140",112,413,32,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,12,NA,2.9,1.9,11.5
"1141",112,434,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,4.5,0.8,4.8,5.4,14
"1142",112,450,32,NA,NA,NA,NA,NA,13,12,NA,NA,NA,NA,NA,NA,NA,5.5,2.5,3.1,4.8,12.5
"1143",112,450,32,NA,NA,NA,NA,NA,18,19,NA,NA,NA,NA,NA,NA,NA,9,3,4.2,4.6,18.5
"1144",112,451,32,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,5,1.3,3.4,3.7,15
"1145",112,451,32,NA,NA,NA,NA,NA,18,19,NA,NA,NA,NA,NA,NA,NA,6,1.8,4.4,3.9,18.5
"1146",112,453,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,3,1,3.5,3.4,13
"1147",112,453,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,3.5,1.2,3.3,3.2,11
"1148",112,457,32,NA,NA,NA,NA,NA,14,15,NA,NA,NA,NA,NA,NA,NA,4.5,0.5,2.9,3.2,14.5
"1149",112,457,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,4.5,0.5,3.8,2.5,12
"1150",112,460,32,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,6.5,1.5,3.8,3.8,17
"1151",112,461,32,NA,NA,NA,NA,NA,21,20,NA,NA,NA,NA,NA,NA,NA,10,2,4.5,4.5,20.5
"1152",112,464,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,6.5,3.2,2.9,3.1,12
"1153",112,466,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,6.5,3,2.6,1.9,14
"1191",112,410,32,NA,NA,NA,NA,NA,17,18,NA,NA,NA,NA,NA,NA,NA,7,5,3.5,5.1,17.5
"1194",112,468,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,2.5,NA,2.3,2.6,8
"1214",112,120,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,6.5,0.7,4,4.3,11
"1218",112,135,32,NA,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,NA,NA,8,0.5,6.4,6.9,24
"1221",112,145,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4.5,0,3.4,3.3,8
"1222",112,415,32,NA,NA,NA,NA,NA,23,23,NA,NA,NA,NA,NA,NA,NA,6.5,1,5.9,5.2,23
"1223",112,416,32,NA,NA,NA,NA,NA,22,23,NA,NA,NA,NA,NA,NA,NA,9,NA,4.6,4.3,22.5
"1224",112,430,32,NA,NA,NA,NA,NA,28,27,NA,NA,NA,NA,NA,NA,NA,9,0,4.5,5.9,27.5
"1225",112,431,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,5.5,2,3.5,3.1,13
"1226",112,432,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,4.5,1.8,2.8,3.6,11
"1227",112,433,32,NA,NA,NA,NA,NA,26,28,NA,NA,NA,NA,NA,NA,NA,14.5,3,4.2,4.5,27
"1228",112,447,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,5.5,3,3.1,3.6,12
"1229",112,454,32,NA,NA,NA,NA,NA,38,30,NA,NA,NA,NA,NA,NA,NA,8.5,3,5.1,5,34
"1230",112,462,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,5.5,3.5,1.9,2,11
"1237",112,171,32,NA,NA,NA,NA,NA,36,25,NA,NA,NA,NA,NA,NA,NA,8.5,3,5.8,5.5,30.5
"1240",112,180,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4.5,0.5,3.4,3.5,8
"1243",112,186,32,NA,NA,NA,NA,NA,21,19,NA,NA,NA,NA,NA,NA,NA,7,1.5,3.7,4.2,20
"1244",112,188,32,NA,NA,NA,NA,NA,26,27,NA,NA,NA,NA,NA,NA,NA,7.5,2.5,4.9,4.6,26.5
"1245",112,189,32,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,8,0.2,3.1,2.9,21
"1246",112,189,32,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,10,0.4,2.5,2.5,18
"1248",112,193,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,5.5,2,2.8,3.7,10
"1249",112,194,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,7,0.5,6.3,4.5,14
"1250",112,194,32,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,8.5,3,4.3,4.6,18
"1251",112,196,32,NA,NA,NA,NA,NA,28,30,NA,NA,NA,NA,NA,NA,NA,9.5,2,8.8,4.4,29
"1252",112,196,32,NA,NA,NA,NA,NA,16,17,NA,NA,NA,NA,NA,NA,NA,8.5,5,3.8,4.7,16.5
"1254",112,197,32,NA,NA,NA,NA,NA,39,37,NA,NA,NA,NA,NA,NA,NA,8.5,1,7.1,6.3,38
"1255",112,201,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3.5,1,2.3,2.4,8
